uf,nsorteio,totrecursos,tot_os,pop,purb,p_secundario,cod_ibge6,pib_capita_02,op_01_04,reeleito,ENEP2000,ENLP2000,pref_idade_tse,comarca,reeleito_2004,p_cad_pref,rec_transf_correntes,gini_ipea,fiscalizacoes,valor_fiscalizado,winmargin2000,winmargin2000_inclost,incumbent,vereador9600,pmismanagement,elected1,first,lpib02,lpop,pref_masc,party_d1,party_d3,party_d4,party_d5,party_d6,party_d7,party_d8,party_d9,party_d10,party_d11,party_d12,party_d13,party_d14,party_d15,party_d16,party_d17,party_d18,pref_escola,sorteio1,sorteio2,sorteio3,sorteio4,sorteio5,sorteio6,sorteio7,sorteio8,sorteio9,sorteio10,media2,vereador_eleit,mun_novo,exp_prefeito,winmargin,samepartygov98,lrec_trans,lfunc_ativ,lrec_fisc,ncorrupt,valor_corrupt,pcorrupt,ncorrupt_os,dcorrupt_desvio,dcorrupt_licitacao,dcorrupt_superfat,dcorrupt,ncorrupt_desvio,ncorrupt_licitacao,ncorrupt_superfat,corrupt_desvio,corrupt_licitacao,corrupt_superfat,pcorrupt_desvio,pcorrupt_licitacao,pcorrupt_superfat,shcorrupt_desvio,shcorrupt_licitacao,shcorrupt_superfat,dmismanagement,uf_d1,uf_d2,uf_d3,uf_d4,uf_d5,uf_d6,uf_d7,uf_d8,uf_d9,uf_d10,uf_d11,uf_d12,uf_d13,uf_d14,uf_d15,uf_d16,uf_d17,uf_d18,uf_d19,uf_d20,uf_d21,uf_d22,uf_d23,uf_d24,uf_d25,uf_d26,esample2
MG,11,33717571.08,32,306675,.97255403,.37859637,766793,27781.455,1,0,9.1531916,8.6470585,50,1,1,.095238097,318808155.25,.52499998,32,33717571.08,.075600624,,0,0,,0,1,1.0217836,12.633544,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,.00012923872,0,0,.075600624,0,19.580101,9.3628035,17.33353,1,7200,.00021353851,.03125,1,0,0,1,1,0,0,7200,0,0,.00021353851,0,0,.03125,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,11,1968917.36,37,25904,.84172326,.22090891,767063,2803.6841,0,0,9.1829529,6.7599998,54,0,0,.23076923,9253884.75,.54100001,37,1968917.36,.39161077,,0,1,,0,1,-1.2716508,10.162152,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,.00076425634,0,0,.39161077,0,16.040554,6.3368258,14.492994,4,99100,.05033223,.10810811,1,1,0,1,3,1,0,99100,0,0,.05033223,0,0,.081081077,.027027028,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,3,585563.9399999999,54,10555,.54902887,.32240897,767093,2965.4363,0,0,3.4935598,3.4571426,32,1,0,.36363637,4229700.8575,.486,54,585536.9399999999,.15410253,,0,0,.83999997,1,1,-1.2155609,9.2643547,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,.0014757178,0,0,.15410253,0,15.257642,5.2832036,13.280331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,10,1011987.34,27,12538,.79940981,.29070181,767193,3138.3308,0,1,5.1534529,4.4814811,51,1,0,.27272728,4367995.37,.59200001,27,1011987.34,.16357431,,0,,2.3,0,0,-1.1588939,9.4365196,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,.0012838469,0,0,.16357431,0,15.289815,5.6629605,13.827427,2,32200,.03181858,.074074075,1,0,0,1,2,0,0,32200,0,0,.03181858,0,0,.074074075,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,9,3065268.33,31,31231,.64250267,.20980199,767353,2097.1338,0,1,3.8246012,3.3137252,37,1,0,.38461539,8999491.2325,.58200002,31,3065268.33,.22898355,,0,,3.2,1,0,-1.5620135,10.349167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,.00065782818,0,0,.22898355,0,16.012678,6.7080841,14.935646,10,1332650.9,.43475831,.32258064,1,1,0,1,6,4,0,487100,845550.88,0,.15890941,.2758489,0,.19354838,.12903225,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,7,476579.44,18,7900,.90455699,.28599337,767373,2728.1899,0,0,4.8356528,4.7647057,53,0,0,.22222222,3030320.1275,.48100001,18,476579.44,.062637836,.062637836,1,0,5.5,0,1,-1.2989467,8.974618,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,.0016565433,0,1,.062637836,0,14.924179,5.3471074,13.074389,2,106000,.22241832,.11111111,1,1,0,1,1,1,0,56000,50000,0,.11750402,.1049143,0,.055555556,.055555556,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,5,1018994.84,38,8193,.61723423,.2428401,767773,2466.8962,0,0,5.4743638,3.8571427,47,0,0,.33333334,3424521.6675,.52100003,38,1018994.84,.0010018051,.0010018051,1,0,2.5555556,0,1,-1.3996243,9.011035,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,.0015991471,0,1,.0010018051,1,15.046473,5.3423343,13.834328,2,13693.32,.013438066,.052631579,1,1,0,1,1,1,0,6500,7193.3198,0,.0063788351,.0070592309,0,.02631579,.02631579,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,11,1352630.88,32,10204,.32732263,.12894693,767823,1830.0366,0,0,3.6105242,3.2702701,44,0,0,.36363637,4180316.99,.59299999,32,1352630.88,.24183008,.24183008,1,0,,0,1,-1.6982491,9.2305355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.0016920473,0,1,.24183008,0,15.245897,5.9506426,14.117562,3,158100,.11688333,.09375,0,1,0,1,0,3,0,0,158100,0,0,.11688333,0,0,.09375,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,10,812976.55,28,9134,.70910883,.2311136,768073,1562.552,0,0,4.3427587,2.7931035,40,0,1,.22222222,3429599.74,.55699998,28,812976.55,.20664632,,0,0,1.8181819,0,1,-1.8562647,9.1197586,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,.0013270421,0,1,.20664632,0,15.047955,5.7430034,13.608458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,11,1116028.54,27,10339,.53099912,.23027281,768173,2864.6692,0,1,5.0341549,4.1724133,54,1,0,.36363637,4775380.782500001,.55000001,27,1116028.54,.099630982,,0,,,0,0,-1.2501322,9.2436781,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,.0015356694,0,0,.099630982,1,15.378984,5.7807436,13.925287,3,3477.47,.0031159329,.11111111,1,1,0,1,1,2,0,477.47,3000,0,.00042782957,.0026881034,0,.037037037,.074074075,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,9,1752018.35,26,20528,.54856783,.18970375,768543,2824.7175,0,0,7.8774691,4.8399997,46,1,0,.090909094,7691393.025,.48899999,26,1752018.35,.047436416,.047436416,1,0,3.4444444,0,1,-1.2641767,9.9295454,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,.00075075077,0,0,.047436416,1,15.855613,6.3099184,14.376279,1,0,0,.03846154,0,1,0,1,0,1,0,0,0,0,0,0,0,0,.03846154,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,10,708215.1899999999,28,4469,.5383755,.20959215,768948,2425.0793,0,1,4.3644133,3.8571427,36,0,0,.33333334,2988665.13,.55400002,28,708215.1899999999,.22439173,,0,,1.125,1,0,-1.4167209,8.4049196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,.0022031823,1,0,.22439173,0,14.910337,5.2933049,13.470503,3,210119.22,.29668838,.10714286,1,1,0,1,2,1,0,170476.77,39642.461,0,.24071322,.055975161,0,.071428575,.035714287,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,6,26939938.13,30,98322,.91233903,.40370756,769293,11680.743,0,0,12.972236,9.2564096,49,1,0,.052631579,81851713.12,.56,30,26959938.13,.01077646,.01077646,1,1,1.8666667,0,1,.15535656,11.496003,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,.00026639746,0,0,.01077646,0,18.220419,7.597898,17.109121,2,575227.38,.021352217,.06666667,0,1,0,1,0,2,0,0,575227.38,0,0,.021352217,0,0,.06666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,8,834310.98,20,12197,.54808557,.27661896,769423,4100.7988,0,0,4.588295,3.4571426,61,1,0,.36363637,5937784.66,.55800003,20,834310.98,.040294021,,0,0,,1,1,-.89140326,9.4089451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,.0012665516,0,1,.040294021,0,15.596847,6.0935698,13.634361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,11,1531050.05,26,13691,.97239059,.39993533,769498,16062.263,0,0,2.8604414,2.8139534,45,0,1,.27272728,14010759.535,.48899999,26,1531050.05,.071680903,,0,0,,0,1,.47388753,9.5244942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,.0010824641,1,0,.071680903,0,16.455336,6.568078,14.241465,1,35800,.023382645,.03846154,0,1,0,1,0,1,0,0,35800,0,0,.023382645,0,0,.03846154,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,3,82964.8,62,12087,.71961612,.15884861,769593,2125.6365,0,0,6.0234303,6.3684206,64,1,0,.090909094,4819054.2225,.59200001,62,1737239.01,.22560403,.22560403,1,0,1.3666667,0,1,-1.5485138,9.3998861,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,.0012142621,0,1,.22560403,0,15.388088,6.0234475,11.326172,1,260,.0031338593,.016129032,1,0,0,1,1,0,0,260,0,0,.0031338593,0,0,.016129032,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,7,2057265.32,31,7389,.53660846,.22982492,769603,2728.5688,0,1,4.8878264,3.24,40,1,0,.44444445,3691286.375,.49700001,31,2057265.32,.59692156,,0,,.85714287,0,0,-1.2988079,8.9077473,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,.0017475728,0,1,.59692156,0,15.121486,4.8283138,14.536888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,4,9839416.470000001,81,63605,.56478262,.30249441,769643,1894.6447,0,1,8.3335962,5.6666665,54,1,0,.11764706,18235767.895,.66399997,79,9839416.470000001,.057201415,,0,,1.59375,1,0,-1.6635538,11.060448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,.00041163224,0,0,.057201415,0,16.718895,7.1974354,16.101908,4,411843.44,.04185649,.050632913,1,1,0,1,1,3,0,35718,376125.44,0,.0036300933,.038226396,0,.012658228,.037974682,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,10,1642210.75,37,4454,.65154916,.20988622,769853,2231.9292,0,1,6.558383,5.4000001,35,0,0,.11111111,3305603.0025,.52100003,33,1642210.75,.50656366,,0,,2.6923077,1,0,-1.4997188,8.4015579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,.0026208502,0,0,.50656366,0,15.011129,5.3752785,14.311554,1,47400,.028863531,.030303031,0,1,0,1,0,1,0,0,47400,0,0,.028863531,0,0,.030303031,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,8,1378139.44,32,7640,.64842933,.18452787,769988,1592.7129,0,0,4.2490158,3.521739,51,0,0,.33333334,3081544.165,.57300001,32,1378139.44,.08132723,,0,0,,0,1,-1.8371463,8.9411526,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,.0015065282,1,0,.08132723,0,14.940942,5.4161005,14.136245,4,176500,.12807122,.125,1,1,0,1,2,2,0,105100,71400,0,.076262243,.051808979,0,.0625,.0625,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,10,1400154.14,27,6121,.36072537,.13379022,769991,1714.1213,0,1,4.5999727,3.521739,50,0,0,.33333334,3234748.5325,.51700002,27,1400154.14,.067196101,,0,,3.3636363,0,0,-1.7636844,8.7194805,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,.0020454545,1,0,.067196101,0,14.989462,5.32301,14.152093,2,96666.992,.069040254,.074074075,1,1,0,1,1,1,0,62907.5,33759.488,0,.044928983,.024111265,0,.037037037,.037037037,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,9,976706.65,25,16291,.71689892,.1852496,770213,4036.5044,0,0,6.7219892,4.4814811,36,0,1,.27272728,5481961.1975,.55900002,25,976706.65,.15879735,,0,0,1.7272727,0,1,-.90720606,9.6983681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,1,.00097734341,0,0,.15879735,0,15.516973,5.9989367,13.791942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,6,128967.41,14,2985,.30887774,.21023303,770703,4635.2783,0,1,4.6829805,4.2631578,40,0,0,.33333334,2640795.7925,.52399999,14,128967.41,.3175447,,0,,1,0,0,-.76888883,8.0013552,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,.0040431265,0,0,.3175447,1,14.786591,4.7449322,11.767315,1,21855.189,.16946289,.071428575,0,1,0,1,0,1,0,0,21855.189,0,0,.16946289,0,0,.071428575,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,9,1280811.54,29,20383,.84791249,.32799187,770863,3999.2451,0,0,7.2809057,4.5675673,55,1,0,.30769232,8215504.477499999,.54699999,29,1280811.54,.30687299,,0,0,1.2307693,0,1,-.91647947,9.9224567,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,.00098320981,0,1,.30687299,0,15.921534,6.3647509,14.063004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,9,1101254.63,23,17010,.29858905,.15630481,771203,2151.4973,0,0,4.6588125,4.1219511,66,1,0,.30769232,5497713.125,.616,23,1101254.63,.014805019,.014805019,1,0,.90909094,0,1,-1.5364211,9.7415571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,.0010763372,0,0,.014805019,0,15.519843,5.7365723,13.911961,1,92000,.08354108,.043478262,0,1,0,1,0,1,0,0,92000,0,0,.08354108,0,0,.043478262,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,11,1412726.03,30,10188,.88898706,.27641588,771533,2428.9436,0,1,7.1875014,4.8399997,39,0,0,.36363637,3815889.085,.56199998,30,1412726.03,.074775815,,0,,,0,0,-1.4151286,9.2289658,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.0012892639,0,0,.074775815,0,15.154684,5.768321,14.161032,5,310500,.21978784,.16666667,1,1,0,1,2,3,0,84500,226000,0,.059813436,.1599744,0,.06666667,.1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,4,1832154.68,57,15260,.75209701,.24149521,771613,3944.1213,0,0,6.6614294,4.8399997,43,1,0,.27272728,7341374.055,.61000001,57,1832154.86,.038103282,,0,0,1.2758621,0,1,-.93035889,9.6329899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,.00086908432,0,0,.038103282,0,15.809036,6.2822666,14.421003,2,178703.59,.097537391,.03508772,0,1,0,1,0,2,0,0,178703.59,0,0,.097537391,0,0,.03508772,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,7,797712.99,20,5390,.53654915,.16850394,771633,2116.7603,0,0,4.3098974,3.6666665,48,0,1,.090909094,3792494.065,.60699999,20,797712.99,,,0,0,2,0,1,-1.5526984,8.5923004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,.002875817,0,0,1,0,15.148535,5.7430034,13.589504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,3,1412529.75,53,16359,.81239682,.33333334,771703,2993.7214,0,0,5.3992352,4.1724133,33,1,1,.27272728,5890407.04,.56400001,53,1412529.75,.13862062,.13862062,1,0,.51851851,0,1,-1.2060679,9.7025337,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,.00088021124,0,0,.13862062,1,15.588836,5.6698809,14.160892,1,0,0,.018867925,0,1,0,1,0,1,0,0,0,0,0,0,0,0,.018867925,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,5,924507.53,30,16269,.59548837,.2340685,771803,2428.9946,0,0,4.7506957,3.1025639,37,1,0,.45454547,6180622.9625,.60799998,30,924507.53,.018337876,,0,0,.64705884,0,1,-1.4151076,9.6970167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,.0010097302,0,0,.018337876,1,15.63693,5.9162021,13.737017,2,85628,.092620119,.06666667,1,1,0,1,1,1,0,5628,80000,0,.0060875653,.086532556,0,.033333335,.033333335,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,8,445250.38,22,9278,.59161454,.2689707,772043,4684.4985,0,1,2.5468924,2.4545455,43,1,0,.44444445,3438385.9575,.52899998,22,445250.38,.17254832,,0,,,0,0,-.75832623,9.1354017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,.0014177694,0,0,.17254832,1,15.050512,5.1416636,13.006392,2,31700,.071195893,.090909094,1,1,0,1,1,1,0,14000,17700,0,.031442981,.039752916,0,.045454547,.045454547,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,8,3355747.17,38,23473,.81122994,.30314162,772163,3756.021,0,0,7.0375385,5.260869,45,1,0,.18181819,8098192.380000001,.49200001,38,3355747.17,.02121973,,0,0,,0,1,-.97922498,10.063606,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,.00078830443,0,1,.02121973,0,15.907151,6.4723463,15.026185,1,62400,.018594965,.02631579,0,1,0,1,0,1,0,0,62400,0,0,.018594965,0,0,.02631579,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,2,1574015.71,,10230,.20420332,.091461025,772368,1185.7157,0,1,3.4831994,2.6129031,32,0,0,.55555558,4548735.425000001,.69,92,1574015.71,.47057116,,0,,1,1,0,-2.1322386,9.2330799,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,.0018484289,1,0,.47057116,0,15.330359,5.3612924,14.26914,1,4769.8999,.0030304017,.010869565,1,0,0,1,1,0,0,4769.8999,0,0,.0030304017,0,0,.010869565,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,11,1334215.87,29,18152,.75561923,.25494984,772415,4951.2173,0,1,4.4232192,3.24,39,0,0,.44444445,8640881.042499999,.53299999,30,1334215.87,.12258378,,0,,,0,0,-.70295167,9.8065357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,.000874041,1,0,.12258378,1,15.972015,6.331502,14.103854,1,0,0,.033333335,0,1,0,1,0,1,0,0,0,0,0,0,0,0,.033333335,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,5,934034.17,33,5618,.48771805,.21612304,772513,3103.7234,0,1,2.7122285,2.7931035,55,0,0,.44444445,3509555.875,.50099999,33,934024.17,.056248099,,0,,.72222221,0,0,-1.1699826,8.6337309,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,.0022813687,0,0,.056248099,0,15.071,5.0106354,13.747269,1,19000,.020341868,.030303031,0,1,0,1,0,1,0,0,19000,0,0,.020341868,0,0,.030303031,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,6,308531.2,15,1738,.7704258,.23468508,772763,2749.6165,0,0,3.2894528,2.7931035,47,0,0,.33333334,2560622.325,.52100003,15,308531.2,.048759639,,0,0,1.625,0,1,-1.2911236,7.4604902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,.0064148256,0,0,.048759639,0,14.755761,4.8751974,12.639578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,11,14275532.25,50,184871,.97789812,.43412459,772843,6719.585,0,0,12.934522,8.757576,50,1,1,.11764706,72686315.52,.57499999,50,14275532.25,.19728816,,0,1,,0,1,-.39755869,12.127414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.00014237498,0,0,.19728816,1,18.101664,8.3005285,16.474058,1,21400,.0014990685,.02,0,1,0,1,0,1,0,0,21400,0,0,.0014990685,0,0,.02,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,4,522575.44,37,3491,.39472932,.20359807,772953,2936.6963,0,0,4.5036168,3.521739,44,0,0,.33333334,3138750.75,.52499998,37,522575.44,.084543735,,0,0,.9130435,0,1,-1.2252998,8.1579437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,.0026642985,0,0,.084543735,0,14.959335,5.3423343,13.166525,2,31530.6,.060336933,.054054055,0,1,0,1,0,2,0,0,31530.6,0,0,.060336933,0,0,.054054055,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,3,1961799.08,68,14488,.41448095,.20758161,772963,2188.5151,0,0,3.5427089,2.6825397,44,1,0,.46153846,5275058.6025,.61500001,68,1961799.08,.042100638,.042100638,1,0,1.2222222,0,1,-1.5193619,9.5810757,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,.0012762615,0,0,.042100638,1,15.4785,5.8971539,14.489372,1,31159,.01588287,.014705882,1,0,0,1,1,0,0,31159,0,0,.01588287,0,0,.014705882,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,4,2853518.43,35,4638,.48986632,.22834902,773166,7563.9863,0,0,5.7131519,4.7647057,46,0,0,.22222222,8206398.173333333,.53899997,33,2853518.43,.051401854,,0,0,2.0833333,0,1,-.27918676,8.4420385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,.0022010272,1,0,.051401854,0,15.920424,4.4998097,14.864063,4,71972.398,.025222335,.12121212,0,1,0,1,0,4,0,0,71972.398,0,0,.025222335,0,0,.12121212,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MG,9,8026875.31,33,76422,.98417997,.34858838,773243,7291.1997,0,1,8.511075,4.9999995,53,1,0,.26666668,33574290.9325,.53500003,33,8026875.31,.031936675,,0,,1.8666667,0,0,-.31591702,11.244026,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,.00032289312,0,1,.031936675,0,17.329271,7.6009026,15.898306,3,1900763.5,.23679993,.090909094,1,1,0,1,1,2,0,54547,1846216.5,0,.006795546,.23000439,0,.030303031,.060606062,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ES,10,19722788.14,66,112711,.81001854,.39148,776273,4715.8242,0,0,10.925095,8.257143,41,1,1,0,48306819.7,.565,66,19722788.14,.0068856776,.14290363,1,0,1.28125,1,1,-.75166142,11.632583,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,.00023521924,0,0,.0068856776,0,17.693083,7.5142546,16.797285,1,124.9,6.3327761e-06,.015151516,1,0,0,1,1,0,0,124.9,0,0,6.3327761e-06,0,0,.015151516,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
