uf,nsorteio,totrecursos,tot_os,pop,purb,p_secundario,cod_ibge6,pib_capita_02,op_01_04,reeleito,ENEP2000,ENLP2000,pref_idade_tse,comarca,reeleito_2004,p_cad_pref,rec_transf_correntes,gini_ipea,fiscalizacoes,valor_fiscalizado,winmargin2000,winmargin2000_inclost,incumbent,vereador9600,pmismanagement,elected1,first,lpib02,lpop,pref_masc,party_d1,party_d3,party_d4,party_d5,party_d6,party_d7,party_d8,party_d9,party_d10,party_d11,party_d12,party_d13,party_d14,party_d15,party_d16,party_d17,party_d18,pref_escola,sorteio1,sorteio2,sorteio3,sorteio4,sorteio5,sorteio6,sorteio7,sorteio8,sorteio9,sorteio10,media2,vereador_eleit,mun_novo,exp_prefeito,winmargin,samepartygov98,lrec_trans,lfunc_ativ,lrec_fisc,ncorrupt,valor_corrupt,pcorrupt,ncorrupt_os,dcorrupt_desvio,dcorrupt_licitacao,dcorrupt_superfat,dcorrupt,ncorrupt_desvio,ncorrupt_licitacao,ncorrupt_superfat,corrupt_desvio,corrupt_licitacao,corrupt_superfat,pcorrupt_desvio,pcorrupt_licitacao,pcorrupt_superfat,shcorrupt_desvio,shcorrupt_licitacao,shcorrupt_superfat,dmismanagement,uf_d1,uf_d2,uf_d3,uf_d4,uf_d5,uf_d6,uf_d7,uf_d8,uf_d9,uf_d10,uf_d11,uf_d12,uf_d13,uf_d14,uf_d15,uf_d16,uf_d17,uf_d18,uf_d19,uf_d20,uf_d21,uf_d22,uf_d23,uf_d24,uf_d25,uf_d26,esample2
CE,3,4877991.51,84,19560,.55587935,.16113517,686733,1255.8336,0,1,3.8293056,3.6666665,38,0,0,.45454547,8497086.317499999,.59100002,84,4877991.51,.25635102,,0,,.86046511,1,0,-2.0747855,9.8812418,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,.00085007725,0,0,.25635102,1,15.955234,6.2952662,15.400244,4,616310.13,.12634505,.047619049,1,1,0,1,1,3,0,119087,497223.09,0,.024413122,.10193193,0,.011904762,.035714287,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,11,3417538.01,46,15541,.38800591,.070290647,686783,923.83783,0,0,4.2945414,3.4571426,35,1,1,.36363637,8404673.702500001,.667,46,3417538.01,.30511007,.30511007,1,0,2,1,1,-2.3818038,9.6512365,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,.0012405548,0,0,.30511007,0,15.944299,6.4488893,15.044431,4,432516.09,.1265578,.086956523,1,0,0,1,4,0,0,432516.09,0,0,.1265578,0,0,.086956523,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,10,6372843.48,55,26119,.48658064,.10572717,687063,1580.2297,0,1,2.3239779,2.5280898,29,1,0,.60000002,10649702.4725,.58999997,55,6372843.48,.37278295,,0,,2.090909,1,0,-1.8450149,10.170419,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,.00091558322,0,0,.37278295,1,16.181042,6.652863,15.667557,2,6000,.00094149495,.036363635,1,0,1,1,1,0,1,6000,0,0,.00094149495,0,0,.018181818,0,.018181818,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,9,18628658.08,39,44070,.77832991,.25359473,687083,5648.2729,0,0,4.1108303,4.1884055,51,1,0,.41176471,19737742.955,.53899997,39,18628658.08,.028995156,0,1,0,2.590909,1,1,-.57123524,10.693535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,.00063042348,0,0,.028995156,0,16.798042,7.3543625,16.740211,1,253600,.013613434,.025641026,0,1,0,1,0,1,0,0,253600,0,0,.013613434,0,0,.025641026,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,7,2217340.9,38,10929,.34852228,.20560142,687103,1375.332,0,1,5.6128092,4.4814811,48,1,0,.36363637,5755205.314999999,.55800003,38,2315938.94,.52941179,,0,,1.7857143,0,0,-1.9838899,9.2991753,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,.0012732955,0,0,.52941179,1,15.565616,5.7430034,14.611819,2,126600,.057095416,.052631579,1,1,0,1,1,1,0,64300,62300,0,.028998699,.028096717,0,.02631579,.02631579,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,8,2454124.37,40,5653,.57951528,.1990172,687113,1300.5596,0,0,2.9057698,2.7931035,44,0,1,.33333334,3804716.085,.56,40,2454124.37,,,0,1,,1,1,-2.0397904,8.6399412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,.002218388,0,1,1,0,15.151752,5.9480348,14.713281,2,71450,.029114254,.050000001,1,0,0,1,2,0,0,71450,0,0,.029114254,0,0,.050000001,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,9,2723127.63,44,10970,.38058341,.11114792,687163,1238.9294,0,1,2.3965693,2.0508475,40,1,0,.63636363,6155635.355,.64999998,44,2723127.63,.21326864,,0,,4.3000002,1,0,-2.0883374,9.3029194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,.0015404006,0,0,.21326864,1,15.632878,6.4167323,14.817291,3,34067,.012510248,.06818182,1,1,0,1,1,2,0,25384,8683,0,.0093216347,.0031886129,0,.022727273,.045454547,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,4,4253922.16,75,24993,.51162326,.19778492,687283,1979.8176,0,1,4.8658481,4.4117646,44,1,0,.40000001,10420965.6675,.53600001,75,4253922.16,.15432099,,0,,1.125,1,0,-1.6195804,10.126351,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,.00086520158,0,0,.15432099,0,16.15933,6.7286286,15.263352,1,6006,.0014118735,.013333334,0,1,0,1,0,1,0,0,6006,0,0,.0014118735,0,0,.013333334,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,3,7352963.02,94,26198,.47537979,.13687578,687323,1307.7223,0,0,3.8451965,3.5714283,52,1,0,.33333334,11838519.0725,.68099999,94,7352963.02,.091033608,,0,0,.81999999,0,1,-2.0342982,10.173438,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,.0007201152,0,0,.091033608,0,16.286869,6.812345,15.810614,2,0,0,.021276595,1,1,0,1,1,1,0,0,0,0,0,0,0,.010638298,.010638298,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,2,6232542.98,89,42375,.45675516,.15174823,687343,1868.0193,0,0,4.7283249,4.1494255,46,1,1,.2631579,17461963.435,.66100001,89,6232542.98,.093512654,.093512654,1,0,1.1578947,0,1,-1.6777065,10.654314,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,.000664266,0,1,.093512654,1,16.675535,7.3290939,15.645295,1,26598,.0042675999,.011235955,1,0,0,1,1,0,0,26598,0,0,.0042675999,0,0,.011235955,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,5,4768200.11,49,39894,.52564293,.14542158,687353,1381.5837,0,0,2.8739374,2.8058252,49,1,0,.47058824,14914932.6,.64999998,49,4768200.11,.028539509,,0,1,1.21875,0,1,-1.9793546,10.593981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,.0005939487,0,0,.028539509,1,16.517874,7.0066953,15.37748,2,44000,.0092278002,.040816326,1,1,0,1,1,1,0,44000,0,0,.0092278002,0,0,.020408163,.020408163,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,5,1378861.29,29,16593,.81233048,.17875566,687518,1706.2301,0,0,2.8452005,2.4693875,59,1,1,.27272728,6976001,.56099999,29,1378861.29,.046145916,.046145916,1,0,1.5882353,0,1,-1.7682989,9.7167358,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,.0011730831,0,1,.046145916,0,15.757986,6.753438,14.136768,3,75900,.055045422,.10344828,1,0,0,1,3,0,0,75900,0,0,.055045422,0,0,.10344828,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RN,11,3319962.07,42,13772,.64551264,.20203966,696173,1529.0476,0,0,3.6627264,3.125,53,1,0,.5,6305724.54,.56999999,42,3319962.07,.32066035,,0,0,,0,1,-1.8779401,9.5303926,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.00091424392,0,1,.32066035,1,15.656968,6.2576675,15.015464,2,79000,.023795452,.047619049,0,1,0,1,0,2,0,0,79000,0,0,.023795452,0,0,.047619049,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,3,1760176.24,,11626,.80775845,.26035923,696203,1677.9333,0,0,2.8580816,2.7777777,43,1,0,.5,5017804.38,.57099998,66,1760176.24,.20788673,,0,1,,1,1,-1.7850223,9.3609991,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,.0011239743,0,0,.20788673,1,15.428503,5.8777356,14.380924,1,7313,.0041546975,.015151516,1,0,0,1,1,0,0,7313,0,0,.0041546975,0,0,.015151516,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,5,2269218.84,40,7821,.81434602,.1845645,696263,4412.4326,0,0,3.101733,2.4545455,61,0,0,.44444445,4827457.635,.56699997,40,2269218.84,.086869478,.086869478,1,0,.875,0,1,-.81815892,8.9645681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,.0014701078,0,1,.086869478,0,15.389831,5.8749309,14.634946,2,164100,.072315633,.050000001,0,1,0,1,0,2,0,0,164100,0,0,.072315633,0,0,.050000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,2,3882688.67,,18922,.63233274,.13441749,696268,10935.676,0,1,3.3534164,2.9512193,35,0,0,.36363637,7461506.61,.528,109,3882688.67,.14198139,,0,,,1,0,.08944539,9.8480806,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,.00083873427,0,0,.14198139,1,15.825268,6.3613024,15.172038,4,301195,.077573821,.036697246,1,1,0,1,2,2,0,24685,276510,0,.006357708,.071216114,0,.018348623,.018348623,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,6,1145721.16,30,2670,.20374532,.16383113,696673,1425.7089,0,1,3.4875343,3.24,46,0,0,.22222222,2595742.2575,.51599997,30,1145721.16,.1450465,,0,,2.2,1,0,-1.947916,7.8898339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,.0044955043,0,0,.1450465,0,14.769383,5.0875964,13.951545,3,256875,.22420377,.1,1,1,0,1,1,2,0,4875,252000,0,.0042549619,.2199488,0,.033333335,.06666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,5,1639229.75,40,6395,.33557466,.098639458,696753,1293.3881,0,1,2.4724391,2.0769229,49,0,0,.66666669,3343784.0475,.616,40,1639229.75,.32841933,,0,,1.4090909,1,0,-2.04532,8.7632713,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,.0020057946,0,0,.32841933,1,15.022614,5.31812,14.309737,3,190000,.11590809,.075000003,0,1,0,1,0,3,0,0,190000,0,0,.11590809,0,0,.075000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,10,5580306.01,41,12058,.47172001,.1631787,696773,1623.8615,0,1,2.7594969,2.6315789,58,0,0,.5,5926959.49,.62599999,41,5580306.01,.0050370991,,0,,1.1538461,0,0,-1.8177781,9.3974838,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,.0010961307,0,0,.0050370991,1,15.595022,6.3733196,15.534754,3,425400,.076232381,.073170729,1,1,0,1,2,1,0,1200,424200,0,.00021504198,.076017335,0,.048780486,.024390243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,8,1971277.7,32,7005,.56516773,.1697201,697153,1654.3052,0,0,3.3378808,3.24,42,0,0,.22222222,4508475.5425,.73199999,32,1971277.7,.20886654,.31307128,1,0,,0,1,-1.799204,8.8543797,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,.001631913,0,0,.20886654,0,15.321469,5.9788857,14.494192,4,671200,.34048983,.125,0,1,0,1,0,4,0,0,671200,0,0,.34048983,0,0,.125,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,6,516093.39,28,2953,.59329498,.26931,697183,1951.6055,0,1,1.8932204,1.8,39,0,0,.66666669,3149987.7275,.56099999,28,516093.39,.13829255,,0,,1,1,0,-1.6339327,7.9905767,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,.0041512917,0,0,.13829255,1,14.962909,4.882802,13.154043,1,13900,.026933109,.035714287,0,1,0,1,0,1,0,0,13900,0,0,.026933109,0,0,.035714287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,4,1250240.98,49,4467,.84642935,.22922535,697223,1840.7499,0,0,2.4602091,2.4545453,70,0,1,.55555558,3218826.3425,.52399999,49,1250240.98,.10184121,.10184121,1,0,.53846157,0,1,-1.6924121,8.4044724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,.0021802327,0,1,.10184121,0,14.984528,5.4026775,14.038847,1,0,0,.020408163,1,0,0,1,1,0,0,0,0,0,0,0,0,.020408163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,9,11929548.38,66,31294,.81785643,.29993391,697243,1731.3666,0,0,4.89995,4.7999997,42,1,1,.25,9238537.157499999,.63999999,66,11929548.38,.22721446,,0,0,1.2058823,1,1,-1.7536741,10.351182,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,.00058881257,0,0,.22721446,1,16.038895,6.7878451,16.294529,5,2705896,.226823,.075757578,1,1,0,1,2,3,0,168964,2536932,0,.014163487,.21265952,0,.030303031,.045454547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,8,3223603.07,38,34912,.44689506,.23114139,697343,1949.8337,0,1,3.4961007,3.3793101,56,1,0,.2857143,13602894.2175,.54799998,38,3223603.07,.30906507,,0,,,0,0,-1.634841,10.460586,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,.00063469034,0,0,.30906507,1,16.425793,6.8046145,14.986011,3,146628,.04548575,.078947365,1,1,0,1,2,1,0,106528,40100,0,.033046253,.012439497,0,.052631579,.02631579,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,7,1309611.72,25,7253,.27878121,.10534016,697473,1444.6245,0,1,4.7880316,4.7647057,41,0,0,.33333334,3452689.1925,.671,25,1309611.72,.066299587,,0,,1.1666666,1,0,-1.9347357,8.8891706,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,.0018499487,0,0,.066299587,1,15.054664,5.2781148,14.085241,1,81935.18,.062564485,.039999999,0,1,0,1,0,1,0,0,81935.18,0,0,.062564485,0,0,.039999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,3,2464284.69,,11531,.35885873,.12678264,697513,2799.2322,0,1,4.5603499,3.3333333,48,1,0,.30000001,4783861.99,.57200003,70,2464284.69,.077078223,,0,,,1,0,-1.2732399,9.3527946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,.0010870746,0,0,.077078223,1,15.380758,5.6131282,14.717412,3,266628,.10819691,.042857144,1,1,0,1,1,2,0,1725,264903,0,.00070000027,.10749692,0,.014285714,.028571429,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,9,5212505.69,60,12118,.66916984,.18156987,697523,1761.9388,0,1,4.8249302,4.5454545,34,1,0,.2,5190638.2875,.56900001,60,5212505.69,.10439718,,0,,1.8846154,1,0,-1.7361703,9.4024477,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,.0011398609,0,0,.10439718,0,15.462367,5.9295893,15.466571,1,0,0,.016666668,0,1,0,1,0,1,0,0,0,0,0,0,0,0,.016666668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,10,1932176.51,,11092,.79733139,.23933236,697573,1857.6321,0,0,3.6470754,3.3333333,35,1,0,.1,5274968.58,.588,37,1932176.51,.0789015,.0789015,1,0,1.5833334,1,1,-1.6832825,9.3139791,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,.0011644155,0,0,.0789015,1,15.478483,5.8888779,14.474157,2,32100,.016613388,.054054055,1,1,0,1,1,1,0,0,32100,0,0,.016613388,0,.027027028,.027027028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,11,1906028.66,41,10991,.45882994,.20320855,697583,5776.3867,0,0,3.8374543,4.7647057,32,1,1,.33333334,6794573.522499999,.59100002,41,1906028.66,.3181265,,0,0,,1,1,-.54880673,9.3048325,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.0011982425,0,0,.3181265,1,15.731635,5.7071104,14.460532,2,311691.66,.16352937,.048780486,1,1,0,1,1,1,0,10500,301191.66,0,.0055088364,.15802053,0,.024390243,.024390243,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,7,930921.1899999999,21,8522,.46057263,.1679067,697603,2129.7041,0,0,2.8701925,2.3142855,47,0,0,.33333334,4542407.63,.611,21,930921.1899999999,.02382195,.02382195,1,0,2.75,1,1,-1.546602,9.0504065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,.0012811387,0,1,.02382195,0,15.328968,5.7071104,13.74393,2,86303,.092707098,.095238097,1,0,0,1,2,0,0,86303,0,0,.092707098,0,0,.095238097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN,4,1366173.98,48,1521,.92570674,.16591929,697613,2406.0439,0,1,2.7175407,3.24,41,0,0,.44444445,2829116.1975,.52399999,48,1366173.98,.7483108,,0,,.37931034,1,0,-1.4246012,7.3271232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,.0063380282,0,0,.7483108,0,14.855474,4.6347289,14.127524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PB,8,1951562.58,28,6483,.45842975,.1673141,706263,1595.8168,0,1,2.6050472,3.521739,37,0,0,.44444445,3604704.85,.58200002,28,1951562.58,.38508475,,0,,,1,0,-1.8351994,8.7769384,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,.0021423472,0,0,.38508475,1,15.097751,5.480639,14.484141,3,192400,.098587669,.10714286,1,1,0,1,2,1,0,70900,121500,0,.036329862,.062257804,0,.071428575,.035714287,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,3,13792219.23,58,16605,.79494131,.14757602,706313,1812.4391,0,1,4.1483498,4.333333,46,1,0,.30769232,5893452.535,.56699997,58,13792219.23,.15117928,,0,,1.2647059,1,0,-1.7079116,9.7174587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,.0013227513,0,0,.15117928,0,15.589353,6.4409466,16.439615,2,760662,.05515153,.034482758,1,1,0,1,1,1,0,160662,600000,0,.011648742,.043502789,0,.017241379,.017241379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,8,1149387.42,30,2559,.13247362,.11617312,706328,1268.7291,0,1,1.9983451,1.9756097,36,0,0,.55555558,2698455.7675,.625,30,1149387.42,,,0,,,1,0,-2.0645695,7.8473721,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,.0055900621,1,0,1,1,14.80819,5.1532917,13.95474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,7,957483.17,25,5285,.29479659,.17925884,706353,1490.1874,0,0,3.7016718,3.2702701,35,0,1,.18181819,2779186.2625,.54400003,25,957483.17,.24140069,.24140069,1,0,5.4000001,1,1,-1.9036832,8.572628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,.0030717677,0,0,.24140069,0,14.837668,5.5834961,13.772063,1,48400,.05054919,.039999999,0,1,0,1,0,1,0,0,48400,0,0,.05054919,0,0,.039999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,6,1381388.95,27,4730,.6420719,.14617337,706393,4962.1948,0,1,1.9630524,1.9756097,37,0,0,.55555558,2757239.5225,.60000002,27,1381388.95,.17188755,,0,,2.5833333,1,0,-.70073694,8.4616804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,.0030885381,0,0,.17188755,0,14.829741,5.2729998,14.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,3,3767911.48,70,18441,.64725339,.16386798,706423,15322,0,1,4.6493583,3.4489796,51,1,0,.46153846,14331845,.55000001,70,3767911.48,.13231477,,0,,.60000002,0,0,.42670459,9.8223314,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,.00097305392,0,1,.13231477,0,16.477995,7.0690236,15.142032,1,186000,.049364217,.014285714,0,1,0,1,0,1,0,0,186000,0,0,.049364217,0,0,.014285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,11,38175159.27,51,16413,.62547982,.15199138,706583,4626.2373,0,0,8.0594215,7.3478255,51,0,0,.07692308,7757621.8325,.565,51,38175159.27,.18588173,,0,0,,0,1,-.77084118,9.7058287,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,.0011518695,0,1,.18588173,1,15.864186,6.4393506,17.457695,3,9900,.00025933093,.05882353,1,1,0,1,1,2,0,9900,0,0,.00025933093,0,0,.019607844,.039215688,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,11,3739173.7,46,14081,.41829416,.12730154,706613,2704.1636,0,0,5.6143465,5.4516125,50,1,0,.15384616,6080038,.52200001,46,3739173.7,.11511746,.11511746,1,0,,0,1,-1.3077924,9.5525818,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,.0016284605,0,0,.11511746,0,15.620522,6.5889263,15.134376,3,220564.22,.058987424,.065217391,1,0,0,1,3,0,0,220564.22,0,0,.058987424,0,0,.065217391,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,9,4914764.06,44,19946,.60518402,.16856307,706633,1383.3379,0,1,2.1602752,1.9230767,39,1,0,.66666669,6222247.74,.58399999,44,4914764.06,.18308544,,0,,2,1,0,-1.9780858,9.9007835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,.0010601456,0,0,.18308544,1,15.643641,6.5323343,15.407754,5,139282,.028339509,.11363637,1,1,0,1,3,2,0,74275,65007,0,.015112628,.013226881,0,.06818182,.045454547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PB,4,966622.89,53,2558,.52580142,.15512465,706653,1767.6365,0,1,4.0704613,4.2631578,37,0,0,.33333334,2743706.7325,.51599997,53,966622.89,.30405405,,0,,1.5806452,1,0,-1.7329417,7.846981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,.0050223214,0,0,.30405405,0,14.824821,4.9698133,13.781564,3,229800,.2377349,.056603774,0,1,0,1,0,3,0,0,229800,0,0,.2377349,0,0,.056603774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
